sample_id,formula,num_atoms,mp20_e_hull,eqv3_e_total,eqv3_e_per_atom,eqv3_e_hull_raw,eqv3_e_hull_mp2020
mp-1111578,K2TlInBr6,40,0.0747048142500008,-115.21920013427734,-2.8804800033569338,0.3945451638930666,0.0741451638930668
mp-295,HoAs,8,0.0,-49.128292083740234,-6.141036510467529,-0.0017937254675288727,-0.0017937254675288727
mp-570890,SmBiRh,12,0.0,-72.6053466796875,-6.050445556640625,-0.0022026599739577435,-0.0022026599739577435
mp-755640,V4O5F7,16,0.0070786118749985,-104.99967956542969,-6.5624799728393555,0.8550315846606438,0.013219084660644143
mp-753537,LiMnPO4,28,0.0791121353571506,-198.85614013671875,-7.1020050048828125,0.7140316861886173,0.08317454333147456
mp-989633,LaWN3,40,0.0109000634999993,-382.96588134765625,-9.574147033691407,0.2289528863085959,0.012352886308596212
mp-1184104,CuRh2Pb,16,0.0273346324999987,-90.41023254394531,-5.650639533996582,0.02413059600341949,0.02413059600341949
mp-760,FeSe2,6,0.0,-32.964988708496094,-5.494164784749349,0.3295002302506509,0.014833563583984244
mp-754478,HfZrO4,12,0.0395594070833329,-117.61636352539062,-9.801363627115885,0.49813971746744734,0.040139717467447156
mp-1247004,Sr(ZnN)2,5,0.0482138437692318,-22.253437042236328,-4.450687408447266,0.19099381332196685,0.04659381332196677
mp-1220494,Nd(Fe5Si)2,26,0.0323135853846148,-205.86654663085938,-7.917944101186899,0.02786999112079691,0.038793068043873724
mp-11534,Np,8,0.0,-103.48412322998047,-12.935515403747559,0.012264277502440635,0.012264277502440635
mp-1518,CeRh3,4,0.0,-30.511463165283203,-7.627865791320801,0.013149578679199081,0.013149578679199081
mp-1208864,Sm3TiSb5,18,0.0229743450000006,-101.40262603759766,-5.633479224310981,0.12818590513346262,0.021519238466796153
mp-1102042,TiCuGe,12,0.0,-71.61575317382812,-5.967979431152344,-0.005380197819010668,-0.005380197819010668
mp-1213161,ErFe6(Sn2Ge)2,13,0.0064694429487186,-83.0949478149414,-6.3919190626878,0.007423387183994379,0.007423387183994379
mp-1226126,CoRe2(MoS4)2,26,0.0783229802233238,-188.78929138183594,-7.261126591609075,0.3986471838251697,0.08910872228670819
mp-9697,Cs6GaSb3,20,0.0,-49.554283142089844,-2.4777141571044923,0.06041677639550791,0.002816776395508036
mp-1189382,La2Co7,54,0.0298855773913038,-359.4266662597656,-6.656049375180845,0.02993053221045816,0.02993053221045816
mp-11546,TiPd,2,0.0728827787500003,-14.020998001098633,-7.010499000549316,0.07410881695068205,0.07410881695068205
mp-20279,NbInSe2,4,0.0,-22.585615158081055,-5.646403789520264,0.2367951254797358,0.0007951254797360363
mp-568053,Tb4Ga12Pt,34,0.0,-143.170166015625,-4.210887235753677,0.012472746011029656,0.012472746011029656
mp-1101891,LaSbSe,12,0.0,-68.34475708007812,-5.695396423339844,0.1114432148545994,-0.10989011847873442
mp-11794,AlAgO2,16,0.0643882450000017,-96.26996612548828,-6.016872882843018,0.4091130934069822,0.06561309340698251
mp-1205610,Cs2P2Pd,20,0.0,-81.4278564453125,-4.071392822265625,0.0020006397343763638,0.0020006397343763638
mp-675283,TlPF6,24,0.0008159437499992,-116.87744140625,-4.869893391927083,0.3515756893229156,0.005075689322914911
mp-542791,ZrNCl,18,0.0008090233333248,-144.1449432373047,-8.008052402072483,0.32657356792751635,0.001573567927517061
mp-1104306,Rb3(SeO4)2,39,0.0386065159615345,-193.888916015625,-4.9715106670673075,0.46533454990384193,0.042565319134610924
mp-1218033,Ta3MoS8,24,0.0058077341666527,-182.75674438476562,-7.614864349365234,0.3537718648014323,0.018438531468098596
mp-758558,SbNO,12,0.0431892444444441,-76.453369140625,-6.371114095052083,0.4065591293923623,0.05722579605902833
mp-10533,YCuS2,16,0.0,-97.30474853515625,-6.081546783447266,0.2519144928027348,0.0004144928027347561
mp-570957,CsSiTe3,40,0.0,-144.70071411132812,-3.617517852783203,0.2556053407167931,0.002405340716793436
mp-2136,Sb2O3,20,0.0,-119.13839721679688,-5.956919860839844,0.4151947401601559,0.0029947401601564394
mp-755390,NbFeO4,12,0.0358633700000332,-95.90847778320312,-7.992373148600261,0.8953840413997396,0.06138404139974085
mp-977455,PaAgO3,5,0.0,-39.314430236816406,-7.862886047363281,0.4137327786367333,0.0015327786367329566
mp-1225220,EuGaAg,12,0.024493658333335,-69.47592163085938,-5.789660135904948,0.0203492124283855,0.0203492124283855
mp-505302,U5Ge4,18,0.0386776313888876,-153.09580993652344,-8.505322774251303,0.047410779498697764,0.047410779498697764
mp-8323,Dy2S2O,20,0.0126516434999972,-142.3180694580078,-7.11590347290039,0.3506396880996103,0.012039688099610757
mp-570595,DySiRu2C,20,0.0,-163.5880584716797,-8.179402923583984,-0.015616401583983475,-0.0014164015839845945
mp-1218514,Sr3CeMn4O12,40,0.0366342928958127,-289.27850341796875,-7.231962585449219,0.7925206719465958,0.04672067194659668
mp-4492,MnCo2Si,16,0.0,-122.0291519165039,-7.626821994781494,0.011087090218505402,0.02883709021850578
mp-22759,CoBW,12,0.0,-112.1578369140625,-9.346486409505209,0.0017139679947906217,0.0017139679947906217
mp-1111126,K2LiLuCl6,40,0.0,-161.85728454589844,-4.046432113647461,0.3674963143525378,-0.0009036856474624599
mp-571353,BaSn5,6,0.0262177941666665,-23.67728042602539,-3.946213404337565,0.010373573162434813,0.010373573162434813
mp-867857,SmH3,16,0.0484678004166658,-67.78347778320312,-4.236467361450195,0.18643992146647115,0.05218992146647139
mp-1104078,Y(Mo3S4)2,45,0.0115848926666632,-354.2113342285156,-7.871362982855903,0.2811195224774288,0.012852855810761454
mp-1218342,SrCdSn,12,0.0,-32.42428207397461,-2.702023506164551,-0.0003591194978844747,-0.0003591194978844747
mp-973,U2N3,5,0.0158007075000021,-54.478973388671875,-10.895794677734376,0.2359942677656246,0.019394267765624917
mp-1071453,Nd2Bi,12,0.0162178861111108,-61.70514678955078,-5.142095565795898,0.018879787815213156,0.018879787815213156
mp-1182786,CsLi2(HO)3,18,0.0031168933333338,-85.78977966308594,-4.766098870171441,0.23486390371744825,0.00586390371744816
mp-867840,BeFeRh2,16,0.0,-112.8891830444336,-7.0555739402771,0.005142882222900269,0.005142882222900269
mp-5670,LiTi2O4,56,0.0,-459.68359375,-8.208635602678571,0.3935392066071426,0.0009677780357133514
mp-8007,LiUO3,30,0.0,-255.98753356933594,-8.532917785644532,0.4244342933554677,0.012234293355469106
mp-865901,BeCo2Si,16,0.0,-103.0497817993164,-6.440611362457275,-0.01553555745727575,0.002214442542724626
mp-30482,Ca3Tl,16,0.0450129749999996,-36.32085418701172,-2.2700533866882324,0.04750308581176732,0.04750308581176732
mp-777551,LiVF3,20,0.0371581029999967,-114.9712142944336,-5.7485607147216795,0.6632419632783195,0.04604196327832
mp-1228431,Ba2Cu3BrClO4,22,0.0009216350000196,-111.39425659179688,-5.063375299627131,0.360933018100142,0.006751199918324069
mp-1185415,LiNdIn2,16,0.0354525966250003,-54.899559020996094,-3.431222438812256,0.03814807275024146,0.03814807275024146
mp-1225262,DyAgSn2,4,0.0160123689130422,-17.21869468688965,-4.304673671722412,0.017241445994978122,0.017241445994978122
mp-11743,LiYGa4,6,0.0,-23.475875854492188,-3.9126459757486978,0.003216459251301984,0.003216459251301984
mp-8630,SbIrS,12,0.0,-74.18946838378906,-6.182455698649089,0.23373201885091177,0.002065352184245306
mp-19387,CdWO4,12,0.0,-76.87848663330078,-6.406540552775065,1.1976346788916086,-3.198777505808437e-05
mp-12947,LaMgCu2,8,0.0,-30.95087242126465,-3.868859052658081,0.00047841984191876463,0.00047841984191876463
mp-1220711,Nb3FeSe10,14,0.0218804293214276,-82.23961639404297,-5.874258313860212,0.3630750997469292,0.02593224260407201
mp-867238,SmPb3,4,0.0,-17.18014907836914,-4.295037269592285,0.011372827907713656,0.011372827907713656
mp-754546,LiNbFeO4,28,0.0560341257142855,-209.14254760742188,-7.469376700265067,0.7795233561635042,0.0646662133063618
mp-850978,VFeO4,24,0.0776273879166584,-170.6017303466797,-7.108405431111653,1.1995704043050077,0.08223707097167399
mp-674355,Co(NiS2)2,28,0.0,-152.5395965576172,-5.447842734200614,0.29765906222795735,0.010230490799385983
mp-973261,Mg2SnO4,56,0.0277889478571431,-342.06280517578125,-6.1082643781389505,0.42078406757533493,0.02821263900390658
mp-45,Ca,4,0.0,-8.012947082519531,-2.003236770629883,0.0023631093701173,0.0023631093701173
mp-1185391,LiPr2Al,16,0.0054691754166662,-63.78038787841797,-3.986274242401123,0.011040006765543176,0.011040006765543176
mp-1219734,PtRh,6,0.0086604866666659,-40.21624755859375,-6.702707926432292,0.017315775234371777,0.017315775234371777
mp-1187168,SrEu3,4,0.0647909145833338,-32.31090545654297,-8.077726364135742,0.03739834919759133,0.03739834919759133
mp-1025059,LaAg2,12,0.0,-46.00629425048828,-3.833857854207357,0.0005978057926427915,0.0005978057926427915
mp-1077443,NdScSb,12,0.0,-71.24957275390625,-5.9374643961588545,0.06758564717447868,0.0035856471744786234
mp-3618,Sc2FeSi2,20,0.0,-143.44544982910156,-7.172272491455078,-0.028574738455074744,-0.00017473845507431918
mp-1207993,Tm5Ga3,32,0.0139183147395831,-141.72010803222656,-4.42875337600708,0.014127609982502953,0.014127609982502953
mp-8487,CaSbPt,12,0.0,-60.545204162597656,-5.045433680216472,0.00023347311686183758,0.00023347311686183758
mp-1025351,Sr4Bi2O,14,0.000607055714286,-59.603607177734375,-4.2574005126953125,0.09271899444754528,-0.005423862695312032
mp-1217733,Tb2Ga3Co14,57,0.0,-365.1217346191406,-6.4056444670024675,0.0047469582606902705,0.0047469582606902705
mp-570886,BeI2,12,0.0,-34.05141067504883,-2.837617556254069,0.25447616707926457,0.0018095004125981973
mp-1219931,Pr2AlZn,4,0.0183719374999999,-15.859682083129883,-3.9649205207824707,0.02324744796752931,0.02324744796752931
mp-865893,LiZr2Tc,16,0.0,-120.27975463867188,-7.517484664916992,0.0037184775830079175,0.0037184775830079175
mp-1207090,CuSnPd2,4,0.03723894125,-19.958627700805664,-4.989656925201416,0.032984221048583784,0.032984221048583784
mp-1102613,La3(ZnPt)4,22,0.0,-107.90869903564453,-4.904940865256569,0.008015314743430757,0.008015314743430757
mp-3880,Cr2CuSe4,56,0.0,-325.4379577636719,-5.811392102922712,0.282703199220145,0.0129889135058594
mp-1104560,Dy2CdTe4,56,0.0261718307142837,-243.91697692871094,-4.35566030229841,0.2666733491301594,0.025530491987302284
mp-12564,LiSbAu,12,0.0402669812500002,-41.07936096191406,-3.4232800801595054,0.10633968525716186,0.10633968525716186
mp-5692,TbRhO3,20,0.0,-150.55010986328125,-7.527505493164062,0.4174755933359382,0.005275593335937856
mp-867353,ThCdAu2,16,0.0,-69.06803894042969,-4.3167524337768555,0.0021950162231441084,0.0021950162231441084
mp-755147,Li3TiCr2O6,24,0.0575372336805442,-170.46499633789062,-7.102708180745442,0.7410330396017804,0.06436637293511271
mp-1207953,Tm5(GeSb)2,36,0.0,-193.19403076171875,-5.3665008544921875,0.043004126618923166,0.00033745995225675784
mp-1207023,Yb2AlNi2,10,0.0,-41.41838836669922,-4.141838836669922,-0.013005628669921165,-0.013005628669921165
mp-1205713,Ba2YUO6,40,0.0,-334.40899658203125,-8.36022491455078,0.415261392449219,0.0030613924492186584
mp-4515,Ag3SbS3,42,0.0010358592857144,-155.7483673095703,-3.708294459751674,0.21823558524832576,0.0026641566768970115
mp-861894,Li2LaSn,16,0.0,-58.901649475097656,-3.6813530921936035,-0.0002498146936034118,-0.0002498146936034118
mp-1226880,Ce2Mn3Si4Pd,10,0.0281871061250011,-72.58235931396484,-7.258235931396484,0.004775035728510346,0.03317503572851077
mp-1097916,CsCaCl3,5,0.0,-19.81804847717285,-3.9636096954345703,0.36806218256542955,-0.0003378174345698426
mp-1215271,ZrFeCo,12,0.0066510027777795,-99.95011138916016,-8.32917594909668,0.010143209792211394,0.010143209792211394
mp-33031,VS,4,0.0787244490625003,-29.938064575195312,-7.484516143798828,0.33445693276367194,0.08295693276367189
mp-1226307,CrCo4SbO8,28,0.0097173525000009,-181.50814819335938,-6.4824338640485495,1.0472643248800155,0.04390718202287314
mp-1517190,Eu2YSbO6,40,0.0793521412381021,-346.07415771484375,-8.651853942871094,0.4926238753669985,0.08042387536699813
mp-1207781,Y3Ru,16,0.0,-119.53826141357422,-7.471141338348389,0.0034020241516117267,0.0034020241516117267
mp-1076916,GdBiPd,12,0.0,-103.77092742919922,-8.647577285766602,0.005906040900065079,0.005906040900065079
mp-19901,EuInAu,12,0.0,-73.1944351196289,-6.099536259969075,0.0034293741975908176,0.0034293741975908176
mp-1223888,InAgSnSe4,14,0.0007466757142884,-52.51612854003906,-3.7511520385742188,0.2719293399972109,0.002215054282925344
mp-22987,BiIO,6,0.0,-26.595504760742188,-4.432584126790364,0.3563520615429683,0.0010187282096341121
mp-18162,Li(CuO)2,20,0.0046888395000053,-98.96575927734375,-4.9482879638671875,0.28924961063281174,0.014449610632811805
mp-8609,Li6UO6,39,0.0,-251.64952087402344,-6.452551817282652,0.31801492656350216,0.000938003486579575
mp-555229,H5CNO2,18,0.0490800498611072,-101.8270263671875,-5.657057020399305,0.24414620460069347,0.05136842682291576
mp-7904,CdP4,10,0.0108665836666697,-45.763553619384766,-4.576355361938477,0.01184286472819096,0.01184286472819096
mp-1828,ThOs2,24,0.0,-244.9964599609375,-10.208185831705729,0.0037629916276049613,0.0037629916276049613
mp-6526,NaGeSbO5,32,0.0,-192.0376739501953,-6.0011773109436035,0.43147825905639703,0.0021032590563967446
mp-25426,MnPO4F,14,0.0329846155952431,-95.26563262939453,-6.804688044956753,0.7379386742694392,0.041081531412296535
mp-1186558,PmBr2,6,0.0452078530555555,-25.669231414794922,-4.278205235799153,0.40750532225640246,0.051505322256402586
mp-1232342,Sr3LaTaAl3O12,40,0.0449732396250013,-304.6409912109375,-7.616024780273437,0.45708456138281317,0.044884561382813715
mp-27311,LaCO,12,0.0530398451388887,-99.50703430175781,-8.292252858479818,0.2843420147146283,0.05534201471462907
mp-31077,Tl2TeI6,18,0.0,-41.0446891784668,-2.280260509914822,0.25361207619628745,0.0009454095296206333
mp-1212187,Hf3Ti2Ga3,16,0.0,-117.19506072998047,-7.324691295623779,-0.001323684373779166,-0.001323684373779166
mp-23871,CsMnP3HO10,32,0.0,-220.73951721191406,-6.8981099128723145,0.5375708865026825,0.003945886502682683
mp-22950,CsNiCl3,10,0.0,-36.24126052856445,-3.6241260528564454,0.39786533814355574,0.029465338143555897
mp-20284,PdF2,12,0.0409266111111099,-48.61589431762695,-4.051324526468913,0.3515899779755287,0.04358997797552888
mp-16533,BaNd2FeS5,36,0.0520014444444454,-222.9176025390625,-6.19215562608507,0.3363943950260424,0.0569499505815978
mp-1221897,MnFeNiO4,28,0.0595555842559356,-181.01437377929688,-6.464799063546317,1.396209072852475,0.0800662157096177
mp-27649,BaU2O7,40,0.0074251932499898,-362.57452392578125,-9.064363098144531,0.4951149146054643,0.014214914605464202
mp-6178,Cs2KTiF6,40,0.0,-210.80404663085938,-5.270101165771484,0.2712958092285156,-0.005904190771484963
mp-1186171,NaSrTl2,16,0.01668007109375,-35.104331970214844,-2.1940207481384277,0.016893696080322318,0.016893696080322318
mp-2435,HoCo5,6,0.0219868824242421,-40.82120895385742,-6.803534825642903,0.024075255114673233,0.024075255114673233
mp-1078836,KI,8,0.0192983875000001,-22.30523681640625,-2.7881546020507812,0.20952585794921852,0.02002585794921874
mp-1187363,TbGdRh2,16,0.0086153274999993,-146.63662719726562,-9.164789199829102,0.02245958267089776,0.02245958267089776
mp-1103008,EuMgPb,12,0.0,-67.76026153564453,-5.646688461303711,-0.0024462154703774885,-0.0024462154703774885
mp-861487,PrHg3,8,0.0,-14.58322811126709,-1.8229035139083862,0.002502672341613499,0.002502672341613499
mp-976190,K3TlAu5,36,0.0,-98.80809783935547,-2.744669384426541,0.0021854250179038637,0.0021854250179038637
mp-9797,K(SbSe2)2,14,0.0,-53.56055450439453,-3.8257538931710378,0.2713665204003912,0.0016522346861052029
mp-1187497,TiGeRh2,16,0.0459375550000009,-119.59480285644531,-7.474675178527832,0.04500828147216929,0.04500828147216929
mp-755259,Mn3(O2F)2,36,0.057031661666671,-246.1862335205078,-6.838506486680773,1.032695731652554,0.0686957316525536
mp-1184030,GaCuPd2,16,0.0060247381250002,-77.54015350341797,-4.846259593963623,0.0095649291613773,0.0095649291613773
mp-2732,PRh2,12,0.0,-89.50568389892578,-7.458806991577148,-0.0005156615771477746,-0.0005156615771477746
mp-10802,RbAs,16,0.0,-51.86613464355469,-3.241633415222168,0.0012520804028319787,0.0012520804028319787
mp-1226317,CrAgSn(SeS)2,28,0.0117799405714258,-138.56072998046875,-4.948597499302456,0.30010565198326944,0.02153422341184097
mp-1221675,MnCrSi2,8,0.0437450413749997,-62.25888442993164,-7.782360553741455,0.013269610133542997,0.04876961013354286
mp-31215,AgPdF6,16,0.0,-57.95726776123047,-3.6223292350769043,0.3539369342980958,0.0074369342980959985
mp-1189031,La7Rh3,20,0.0,-124.08287048339844,-6.204143524169922,-7.348116992211828e-05,-7.348116992211828e-05
mp-19729,EuAsAu,6,0.0,-41.897132873535156,-6.982855478922526,0.00682945941080515,0.00682945941080515
mp-11184,Nd3Sb4Pt7,28,0.0337321278571431,-171.08544921875,-6.110194614955357,0.02528799647321467,0.02528799647321467
mp-1397,Rb2Te,12,0.0191987474999999,-32.15669250488281,-2.679724375406901,0.1595072812597662,0.018840614593099048
mp-23192,HgI2,6,0.0002951385416656,-8.572033882141113,-1.4286723136901855,0.2551501531848146,0.0024834865181480037
mp-772597,Li2CuNiO4,32,0.021365457499999,-159.07386779785156,-4.971058368682861,0.6893571242338048,0.028232124233804612
mp-1215716,ZnNi4O5,20,0.0418184129999996,-96.37873840332031,-4.818936920166015,1.425720677833989,0.06582067783398848
mp-550306,YCu2Bi2(SeO2)2,22,0.0,-129.1741943359375,-5.871554287997159,0.34110582654829535,0.005469462911930734
mp-558674,K2NaFeF6,40,0.0,-191.9783172607422,-4.799457931518555,0.5030853654814447,0.00028536548144497687
mp-2697,SrO2,6,0.0,-34.470882415771484,-5.745147069295247,0.322115430704752,0.012115430704751518
mp-1286297,Mg3Fe2O5,20,0.0040078079999998,-124.92068481445312,-6.246034240722656,0.8266847652773439,0.031984765277343286
mp-23092,Ba2TaBiO6,30,0.0002973149999982,-223.94984436035156,-7.464994812011719,0.4138998539882799,0.0016998539882795427
mp-1079180,HoPt,8,0.0,-52.93040466308594,-6.616300582885742,0.006364013364257737,0.006364013364257737
mp-22191,HfFeGe,9,0.0,-74.03516387939453,-8.226129319932726,0.0010377611783862761,0.0010377611783862761
mp-867255,LiZn2Au,16,0.0,-36.703243255615234,-2.293952703475952,0.0021711740240477617,0.0021711740240477617
mp-1222710,LiV5O10,32,0.0655010020833373,-240.48904418945312,-7.51528263092041,1.0332652886629372,0.07264028866293692
mp-20601,NdPb3,4,0.0,-17.374866485595703,-4.343716621398926,0.011043108601072937,0.011043108601072937
mp-1226576,CeGa3Pt,10,0.0142455429999994,-49.01311492919922,-4.9013114929199215,0.01565259608007885,0.01565259608007885
mp-1224833,Gd2MnCoO6,20,0.0,-189.08807373046875,-9.454403686523438,0.7696745179765614,0.026874517976562373
mp-16380,Nd2Te3,20,0.0,-105.12811279296875,-5.256405639648437,0.2540986558515632,0.0008986558515635679
mp-1317,CoSb3,32,0.0,-161.83106994628906,-5.057220935821533,0.14834462792846637,0.14834462792846637
mp-1113799,Rb2CeAgBr6,40,0.0395880120000002,-142.78366088867188,-3.569591522216797,0.36839406378320216,0.04799406378320192
mp-1216648,TiTeSe,3,0.0,-17.262300491333008,-5.754100163777669,0.303271396222331,0.005271396222330971
mp-20697,ZrNiSb,12,0.0,-81.49027252197266,-6.790856043497722,0.06262206483561172,-0.001377935164388333
mp-1225508,Er2Se3,5,0.061710960500001,-28.67668914794922,-5.735337829589843,0.34709033491015795,0.06389033491015716
mp-1100166,YMg3,4,0.0313340549999998,-11.490983009338379,-2.8727457523345947,0.03487647766540514,0.03487647766540514
mp-926,PuP,8,0.0,-88.08778381347656,-11.01097297668457,0.023253808315429225,0.023253808315429225
mp-1246243,Ca8Mn3N8,38,0.0377590602117345,-251.41488647460938,-6.616181223016036,0.19298402982727758,0.040984029827277446
mp-1187702,VW3,16,0.0,-193.2852020263672,-12.08032512664795,-0.004175814147949097,-0.004175814147949097
mp-581934,Pu3Ge,4,0.0,-48.44557571411133,-12.111393928527832,0.023423401472168592,0.023423401472168592
mp-1001,BaN2,12,0.0,-80.49124145507812,-6.707603454589844,0.24261025707682293,0.0019435904101561263
mp-1228405,Ba2AlGa3,12,0.0142879716666666,-38.18339538574219,-3.1819496154785156,0.010098921188150811,0.010098921188150811
mp-568354,DyGa2Cu3,6,0.0191135974999969,-24.82232093811035,-4.137053489685059,0.02010428948160481,0.02010428948160481
mp-555665,NaVO3,20,0.0010874150000024,-133.51153564453125,-6.675576782226562,0.7540728687734388,0.0018728687734377303
mp-1219481,Sb6O13,38,0.0283809652631532,-227.69468688964844,-5.991965444464433,0.48809485632504135,0.01804222474609407
mp-17706,Zr5Ge3,16,0.0,-126.02294921875,-7.876434326171875,0.0011934057031250944,0.0011934057031250944
mp-984720,Ba2AgSb,16,0.0244805316071436,-54.80032730102539,-3.425020456314087,0.07145958868591418,0.023459588685914134
mp-1184222,ErZnPd2,16,0.0172678913888875,-77.03314971923828,-4.814571857452393,0.01661269921427344,0.01661269921427344
mp-9791,Tl3AsS3,21,0.0096120205357164,-78.92729949951172,-3.758442833310082,0.22658827436848794,0.011016845797059194
mp-1094619,Mg2Ga,12,0.0728967494444443,-25.655488967895508,-2.1379574139912925,0.07504845711981867,0.07504845711981867
